country_id,year,green_index_growth,gdp_growth,democracy
552,1994,-0.056017421,0.030295882,-6
552,1995,-0.022146219,-0.018779496,-6
552,1996,0.19223499,0.078489631,-6
552,1997,0.04894245,0.008136905,-6
552,1998,-0.067663342,0.01749436,-6
552,1999,0.033598378,-0.017228173,-6
553,1983,-0.047993295,-0.016161649,-9
553,1984,0.057697669,0.043121208,-9
553,1985,0.04171795,0.019685021,-9
553,1986,-0.009904984,-0.030888094,-9
553,1987,-0.085136123,-0.017928235,-9
553,1988,0.035747051,0,-9
553,1989,0.036630083,0.064908676,-9
553,1990,-0.048751455,-0.011428539,-9
553,1991,0.022336936,0.0539499,-9
553,1992,-0.13694112,-0.093235828,-9
553,1993,0.10720666,0.067250624,-8
553,1994,-0.063948184,-0.12609075,7
553,1995,0.071496472,0.13645928,7
553,1996,0.070858128,0.045503665,7
553,1997,0.039028279,0.011442463,7
553,1998,-0.038359921,-0.004429538,7
553,1999,-0.000207419,0.01465121,7
560,1983,-0.072965816,-0.062709071,4
560,1984,0.077070922,0.041034795,4
560,1985,0.017819304,-0.051128224,4
560,1986,-0.000701943,-0.008729694,4
560,1987,-0.010134066,0.00182206,4
560,1988,0.054796096,0.018793585,4
560,1989,0.024618061,-0.005950604,4
560,1990,-0.030706828,-0.027836028,5
560,1991,0.018635012,-0.019088609,5
560,1992,-0.13212073,-0.037037045,6
560,1993,0.034448374,-0.008818457,8
560,1994,0.20177704,0.010494259,9
560,1995,-0.094428547,0.009073484,9
560,1996,0.070416711,0.020808382,9
560,1997,0.013869724,0.005974321,9
560,1998,-0.053161342,-0.011544849,9
560,1999,-0.069143064,-0.004546994,9
565,1991,0.086012296,-0.022424713,6
565,1992,-0.15976791,-0.005734779,6
565,1993,0.098293275,-0.043025702,6
565,1994,0.015280231,0.035507396,6
565,1995,-0.089673102,0.010196752,6
565,1996,0.016507192,-0.004364855,6
565,1997,0.18211181,0.001185367,6
565,1998,-0.13173839,-0.000386224,6
565,1999,0.002210338,0.007374777,6
570,1983,-0.16152528,-0.015549107,-7
570,1984,0.40051487,0.007897351,-7
570,1985,-0.10829443,-0.045053869,-7
570,1986,-0.009619493,-0.048205178,-7
570,1987,0.099124037,0.022629341,-7
570,1988,0.11693231,0.1159115,-7
570,1989,-0.17893472,-0.028328585,-7
570,1990,-0.022541491,-0.055393625,-7
570,1991,0.028166557,0.016460877,-7
570,1992,-0.14425136,-0.036437202,-7
570,1993,0.39155656,0.014782014,8
570,1994,0.22818117,0.011934627,8
570,1995,-0.33745024,0.022635322,8
570,1996,0.092145905,0.076074719,8
570,1997,-0.008412839,0.056879342,8
570,1998,-0.046173949,-0.070821434,0
571,1983,-0.066527434,-0.054040398,9
571,1984,0.016896393,0.039508808,9
571,1985,-0.00886008,0.2003081,9
571,1986,0.060722999,0.1390672,9
571,1987,-0.14985666,-0.1709241,9
571,1988,0.40911525,0.091980092,9
571,1989,-0.029816318,-0.087966859,9
571,1990,-0.16276859,0.039055414,9
571,1991,0.16565986,0.043045308,9
571,1992,-0.18093532,0.001306698,9
571,1993,0.093615092,-0.00729331,9
571,1994,0.030062029,0.009759254,9
571,1995,-0.10408762,0.025883522,9
571,1996,0.18337452,0.043672197,9
571,1997,0.021902289,0.01494959,9
571,1998,-0.050277982,0.016072422,9
571,1999,-0.066497348,0.027533462,9
572,1983,0.00758466,-0.16766256,-10
572,1984,0.04749788,0.078124978,-10
572,1985,-0.041396759,-0.13905211,-10
572,1986,-0.11170943,0.017288493,-10
572,1987,0.18281232,0.05366721,-10
572,1988,-0.077278666,0.025042452,-10
572,1989,0.014484862,0.055900618,-10
572,1990,0.010198604,0.055617537,-10
572,1991,0.11317747,-0.007083654,-10
572,1992,-0.3029117,-0.018417099,-10
572,1993,0.20364283,0.000802664,-9
572,1994,-0.1307316,0.002848948,-9
572,1995,0.26151833,-0.004374931,-9
572,1996,0.057273295,0.007019021,-9
572,1997,0.11069676,0.004120423,-9
572,1998,-0.11265241,-0.011724436,-9
572,1999,0.021905806,-0.009051349,-9
580,1983,-0.018242631,-0.031668652,-6
580,1984,0.028440645,-0.036478043,-6
580,1985,0.028461782,0.003916476,-6
580,1986,-0.005732526,-0.050715182,-6
580,1987,-0.035551526,-0.026027389,-6
580,1988,0.006321838,-0.036568243,-6
580,1989,0.033954758,-0.007299263,-6
580,1990,-0.014431537,-0.007352934,-6
580,1991,0.001427505,-0.054814816,2
580,1992,-0.071620382,-0.047021993,9
