hhid,cash,age35,schooling,male,nutrition
966,1,0,0,0,-0.359
967,1,0,0,0,0.895
968,0,0,0,0,-1.341
969,1,1,0,0,0.895
970,1,0,0,0,0.091
971,0,0,0,0,-1.524
972,0,1,0,0,0.091
973,1,1,0,0,0.444
974,1,1,1,0,-0.748
975,1,0,0,0,0.895
976,0,0,0,0,1.136
977,0,0,0,1,-0.359
978,1,0,0,0,-0.743
979,0,1,0,1,1.698
980,1,1,0,0,1.136
981,1,0,0,1,-1.168
982,1,1,0,0,0.895
983,0,0,0,1,0.091
984,1,1,0,0,0.895
985,0,1,0,0,0.091
986,1,1,0,0,-0.275
987,1,0,0,0,0.091
988,1,1,0,0,0.091
989,0,1,0,0,0.895
990,0,1,0,1,-0.43
991,0,0,0,0,-0.192
992,1,1,0,1,0.091
993,1,1,0,0,0.895
994,0,1,0,0,0.091
995,1,0,0,0,-0.584
996,1,1,0,0,0.895
997,1,1,0,0,0.895
998,1,1,0,1,0.238
999,1,0,0,0,-0.584
1000,1,0,0,0,-0.42
1001,0,1,0,0,0.528
1002,1,1,0,0,0.091
1003,1,1,0,1,1.136
1004,0,0,0,0,-0.584
1005,0,0,0,0,0.669
1006,0,1,0,0,1.698
1007,1,0,0,1,-0.164
1008,0,1,0,0,-0.529
1009,1,1,0,0,0.091
1010,0,1,0,0,-0.559
1011,0,0,0,0,-1.582
1012,1,1,0,0,-0.854
1013,1,1,0,0,1.698
1014,1,0,0,0,0.898
1015,1,1,0,0,-0.304
1016,1,0,0,0,-3.477
1017,0,0,0,1,-0.192
1018,1,1,0,0,1.698
1019,1,1,0,1,0.528
1020,0,0,0,1,0.091
1021,1,1,0,0,-0.245
1022,1,0,0,1,1.698
1023,0,0,0,1,0.895
1024,0,1,0,0,0.895
1025,0,0,0,1,0.895
1026,1,1,0,0,-2.336
1027,0,1,1,1,1.698
1028,0,0,0,0,-2.847
1029,1,0,0,1,-0.02
1030,0,1,0,1,-0.093
1031,0,1,0,0,-0.754
1032,1,1,0,0,0.091
1033,1,0,0,0,-0.924
1034,1,0,0,1,-0.275
1035,0,1,0,0,0.219
1036,0,1,0,0,0.091
1037,1,0,0,0,-0.192
1038,1,1,0,0,0.895
1039,0,1,0,0,0.895
1040,0,1,1,1,-0.134
1041,1,1,0,1,0.091
1042,1,1,0,0,-1.159
1043,1,1,0,0,0.895
1044,0,0,0,1,-0.192
1045,0,0,0,1,1.136
1046,0,0,0,0,-0.304
1047,0,0,0,0,-0.131
1048,1,1,0,1,0.895
1049,1,0,0,1,0.091
1050,1,1,0,0,0.091
1051,0,0,0,1,-1.219
1052,1,1,0,0,0.091
1053,0,0,0,1,0.091
1054,1,0,0,0,-0.192
1055,1,1,0,0,-0.02
1056,0,1,0,1,0.091
1057,0,1,0,1,0.091
1058,0,0,0,0,-2.505
1059,1,0,0,0,-0.131
1060,1,1,0,0,0.895
1061,0,0,0,0,-0.429
1062,1,1,0,0,0.895
1063,1,0,0,0,0.669
1064,0,1,0,0,0.091
1065,0,0,0,1,0.091
1066,1,0,0,1,0.714
1067,0,0,0,1,-0.192
1068,1,0,0,0,1.136
1069,1,1,0,0,-0.275
1070,1,1,0,0,0.672
1071,0,0,0,1,1.514
1072,1,1,0,0,-0.915
1073,1,1,0,0,0.091
1074,1,1,0,1,-0.5
1075,1,1,0,0,0.895
1076,0,1,0,0,0.783
1077,1,1,0,0,-3.394
1078,1,0,0,0,1.136
1079,1,0,0,0,0.895
1080,1,1,0,0,1.136
1081,0,0,0,1,0.895
1082,0,0,0,0,0.091
1083,1,0,0,1,0.091
1084,1,1,0,0,0.895
1085,1,1,0,1,0.091
1086,0,0,0,1,-0.131
1087,0,1,0,1,-1.043
1088,0,1,0,0,0.639
1089,0,1,0,0,0.091
1090,1,1,0,0,-0.02
1091,0,1,0,0,-0.192
1092,1,0,0,0,0.091
1093,1,1,0,1,0.444
1094,1,1,0,0,-1.629
1095,0,1,0,0,-2.389
1096,0,1,0,1,-0.81
1097,0,1,0,0,0.895
1098,0,1,0,0,-1.047
1099,1,1,0,0,0.895
1100,0,1,0,1,-0.164
1101,0,1,0,0,-1.149
1102,1,0,0,1,0.091
1103,0,0,0,1,-1.204
1104,1,0,0,0,-0.345
1105,1,1,0,0,-0.981
1106,0,1,0,0,0.895
1107,1,0,0,0,0.273
1108,1,0,0,0,-1.231
1109,1,0,0,0,0.108
1110,1,0,0,0,-1.228
1111,1,1,0,1,-0.559
1112,0,0,0,1,-0.134
1113,1,1,0,0,0.783
1114,0,0,0,0,-0.529
1115,0,1,0,0,-0.871
1116,0,1,0,0,0.783
1117,1,0,0,0,0.091
1118,0,1,0,1,0.091
1119,0,0,0,0,0.049
1120,0,1,0,0,0.895
1121,1,1,0,1,1.136
1122,0,1,1,0,1.136
1123,1,0,0,0,0.091
1124,1,1,0,1,0.531
1125,1,0,0,0,0.444
1126,0,0,0,0,-0.918
1127,1,0,0,0,-0.597
1128,1,1,0,0,1.136
1129,0,1,0,0,1.698
1130,1,1,0,0,0.091
1131,0,0,0,1,0.091
1132,1,0,0,0,0.091
1133,1,0,0,1,-1.163
1134,1,0,0,0,-1.59
1135,1,1,0,0,-0.02
1136,0,1,0,0,-0.388
1137,0,1,0,0,1.698
1138,0,0,0,1,-0.192
1139,0,1,0,1,0.895
1140,1,1,0,1,0.895
1141,1,1,0,0,-0.675
1142,0,1,0,0,0.672
1143,1,0,0,0,-0.559
1144,1,1,0,1,1.136
1145,1,0,0,0,0.895
1146,0,0,0,0,-0.899
1147,1,1,0,0,0.895
1148,0,0,0,1,0.895
1149,0,1,0,1,-0.504
1150,0,0,0,0,-0.926
1151,0,1,0,0,0.895
1152,1,0,0,0,1.698
1153,1,1,0,0,0.091
1154,0,0,0,0,0.091
1155,1,0,0,1,-1.491
1156,0,0,0,1,0.683
1157,1,0,0,1,0.895
1158,1,0,0,0,0.895
1159,0,0,0,1,0.091
1160,0,1,0,0,-1.265
1161,0,0,0,0,0.895
1162,1,0,0,1,-1.149
1163,1,1,0,0,0.091
1164,1,0,0,1,0.895
1165,1,0,0,0,-0.245
1166,0,1,0,0,0.091
1167,1,1,0,0,0.091
1168,0,1,0,1,0.444
1169,1,0,0,0,-0.192
1170,0,1,1,0,0.091
1171,1,1,1,0,0.091
1172,0,0,0,1,-3.022
1173,1,1,0,0,0.672
1174,1,0,0,1,-1.95
1175,1,1,0,1,0.091
1176,1,0,0,0,0.091
1177,1,1,0,0,0.091
1178,1,0,0,1,0.606
1179,1,0,0,1,-0.614
1180,0,1,0,1,-0.192
1181,0,1,0,0,0.091
1182,0,0,0,0,-1.26
1183,1,1,0,0,0.091
1184,0,0,0,0,0.895
1185,1,0,0,1,0.895
1186,0,1,0,0,0.895
1187,1,1,0,0,0.091
1188,0,1,0,0,0.895
1189,1,0,0,0,0.091
1190,1,0,0,0,-1.477
1191,1,0,0,0,-1.692
1192,0,0,0,0,0.895
1193,0,0,0,0,-1.149
1194,0,1,0,1,1.476
1195,0,1,0,0,0.091
1196,1,1,0,0,0.953
1197,1,0,0,0,-0.304
1198,0,1,1,1,-0.795
1199,0,0,0,0,-0.192
1200,0,1,0,0,-0.131
1201,1,0,0,0,0.895
1202,0,0,0,0,0.091
1203,1,0,0,0,0.895
1204,1,0,0,1,0.091
1205,0,1,0,0,0.895
1206,0,0,0,1,0.091
1207,1,1,0,0,0.895
1208,0,1,0,0,0.091
1209,0,1,0,0,0.054
1210,0,1,0,0,0.091
1211,1,1,0,1,1.136
1212,1,1,0,1,0.655
1213,0,0,0,0,-0.192
1214,0,1,0,0,0.895
1215,0,0,0,0,1.136
1216,0,0,0,0,-1.513
1217,1,0,0,1,-0.02
1218,1,0,0,1,-0.192
1219,0,0,0,1,-1.096
1220,0,0,0,0,-0.131
1221,0,0,0,1,-1.102
1222,1,1,0,1,-0.304
1223,1,1,1,1,0.895
1224,0,0,0,0,-0.529
1225,1,0,0,0,0.71
1226,1,1,0,0,-0.131
1227,0,0,0,0,-0.359
1228,1,1,1,0,0.091
1229,0,1,0,0,1.242
1230,1,1,0,1,0.163
1231,1,1,0,1,-0.81
1232,1,1,0,1,0.091
1233,1,0,0,0,0.091
1234,0,0,0,0,-1.149
1235,0,0,0,0,-0.245
1236,1,0,0,0,0.895
1237,0,1,0,0,0.278
1238,0,1,0,1,0.5
1239,0,0,0,1,0.895
1240,1,1,0,0,0.091
1241,1,0,0,0,-2.563
1242,1,0,0,1,0.898
1243,1,0,0,0,0.895
1244,0,1,0,1,1.136
1245,0,0,0,1,0.895
1246,1,1,0,0,-0.192
1247,0,1,0,0,-1.881
1248,1,0,0,0,0.895
1249,0,1,0,0,0.895
1250,0,0,0,0,-0.359
1251,1,1,0,0,0.091
1252,1,1,0,0,0.895
1253,1,1,0,1,-0.531
1254,1,1,0,1,1.136
1255,1,0,0,1,0.895
1256,1,1,0,0,0.895
1257,0,1,0,0,-1.216
1258,0,1,0,0,1.698
1259,1,1,0,0,-1.403
1260,1,1,1,1,1.136
1261,1,0,0,1,-0.192
1262,1,1,0,0,0.585
1263,0,1,0,0,-0.162
1264,0,1,0,0,-0.192
1265,1,1,0,0,-2.102
1266,0,1,0,0,0.091
1267,0,0,0,0,-2.622
1268,0,1,1,0,1.136
1269,1,0,0,0,-0.981
1270,0,0,0,1,0.091
1271,1,0,0,0,-1.047
1272,0,1,0,0,0.895
1273,0,1,0,0,-2.443
1274,0,0,0,0,-0.192
1275,1,1,0,0,0.895
1276,0,1,0,0,0.672
1277,1,0,0,0,-1.374
1278,0,0,1,0,0.895
1279,1,1,0,0,3.187
1280,0,0,0,0,-0.192
1281,0,0,0,1,-2.172
1282,1,0,1,1,-1.485
1283,1,1,0,0,0.895
1284,0,0,0,1,-0.743
1285,0,1,0,0,-0.192
1286,1,1,0,1,1.698
1287,1,1,0,0,-0.309
1288,1,0,0,0,0.672
1289,0,0,0,0,-0.134
1290,0,1,0,0,0.091
1291,0,1,0,0,-1.769
1292,1,0,0,1,0.895
1293,1,0,1,0,1.698
1294,1,0,0,1,-0.677
1295,0,0,0,0,-0.206
1296,0,0,0,0,-0.192
1297,1,0,0,0,0.672
1298,1,1,0,0,0.895
1299,0,1,0,0,-0.053
1300,1,0,0,0,0.091
1301,0,1,0,0,-0.192
1302,0,1,0,0,0.672
1303,0,0,0,1,-0.699
1304,1,0,0,1,-1.219
1305,0,1,1,0,0.091
1306,1,1,0,0,-0.682
1307,0,0,0,1,0.091
1308,1,0,0,0,-0.559
1309,0,0,0,0,0.895
1310,0,1,0,0,-1.057
1311,0,0,0,0,0.091
1312,1,0,0,0,-0.743
1313,1,1,0,0,0.895
1314,0,0,0,0,-0.359
1315,0,0,0,0,0.091
1316,1,0,0,0,1.362
1317,1,1,0,0,-0.056
1318,1,0,0,1,-0.192
1319,1,0,0,0,-0.192
1320,0,0,0,0,-0.192
1321,1,1,0,0,0.895
1322,1,0,0,0,0.091
1323,0,1,0,0,0.895
1324,1,0,0,0,-2.847
1325,0,1,0,0,0.895
1326,1,1,0,0,0.091
1327,0,0,0,0,-0.926
1328,0,0,0,0,0.895
1329,0,1,1,0,1.136
1330,0,1,0,0,0.895
1331,0,0,0,0,-0.192
1332,0,0,0,1,0.953
1333,0,0,0,0,-0.231
1334,0,0,0,0,2.465
1335,1,0,0,0,-0.192
1336,1,0,0,0,0.091
1337,1,0,0,0,-0.43
1338,0,1,0,0,0.306
1339,1,1,0,1,0.091
1340,0,1,0,1,0.953
1341,1,1,0,0,0.895
1342,1,1,0,1,-0.375
1343,0,0,0,0,-0.192
1344,1,0,0,0,0.444
1345,0,1,1,0,0.895
1346,1,0,0,0,0.091
1347,0,1,0,0,-0.584
1348,1,1,0,0,-0.543
1349,0,0,1,1,0.091
1350,0,1,1,0,0.091
1351,1,1,0,1,2.502
1352,0,1,0,0,0.091
1353,1,0,0,0,0.091
1354,1,1,0,0,0.895
1355,1,1,0,0,0.895
1356,1,0,0,0,-0.673
1357,1,0,0,0,-0.559
1358,0,0,0,0,0.091
1359,1,1,0,0,0.091
1360,0,0,0,0,-3.917
1361,1,0,0,0,-1.477
1362,0,1,0,0,-0.053
1363,1,0,0,0,0.669
1364,0,1,0,1,-0.315
1365,1,1,0,0,0.895
1366,1,0,0,0,0.895
1367,0,0,0,1,-1.485
1368,1,1,0,0,0.091
1369,1,0,0,1,0.895
1370,0,1,0,0,-0.02
1371,1,1,0,1,1.136
1372,0,1,0,0,0.091
1373,0,1,0,0,-0.529
1374,0,1,0,0,0.091
1375,0,0,0,1,0.233
1376,1,1,0,0,0.444
1377,1,1,0,0,0.091
1378,0,1,0,1,0.421
1379,1,1,0,0,-0.286
1380,1,1,0,0,1.136
1381,0,0,0,0,0.091
1382,1,0,0,1,-1.349
1383,1,0,0,0,0.091
1384,0,1,0,0,1.136
1385,0,1,0,0,1.136
1386,0,0,0,0,-0.688
1387,1,0,0,0,1.448
1388,0,0,0,0,2.092
1389,1,0,0,0,-0.192
1390,1,0,0,0,0.219
1391,1,1,0,1,0.895
1392,1,1,1,0,-0.192
1393,1,1,0,1,-1.254
1394,0,0,0,0,1.136
1395,0,1,0,1,0.091
1396,0,1,0,0,0.895
1397,1,1,0,0,-0.526
1398,1,0,0,1,0.091
1399,1,0,0,0,-0.359
1400,0,1,0,0,0.895
1401,1,0,1,1,0.091
1402,1,1,0,0,0.895
1403,1,0,0,1,-2.555
1404,1,0,0,0,-0.192
1405,0,0,0,0,0.895
1406,0,0,0,0,-0.356
1407,1,1,0,0,0.895
1408,0,1,0,1,1.136
1409,1,1,0,0,-0.979
1410,1,1,0,0,-0.864
1411,1,0,0,0,0.895
1412,1,1,0,0,0.091
1413,0,1,0,1,-0.275
1414,0,0,0,0,-1.485
1415,0,1,0,0,0.895
1416,0,1,0,0,-0.242
1417,0,0,0,0,-0.131
1418,1,1,0,0,-1.316
1419,1,1,0,0,0.091
1420,1,1,0,0,0.091
1421,1,0,0,0,-2.275
1422,0,0,0,0,0.091
1423,0,1,0,0,0.091
1424,0,0,0,0,-0.292
1425,1,0,0,1,0.091
1426,0,1,0,0,-3.017
1427,0,1,0,0,0.895
1428,1,1,0,0,0.091
1429,0,0,0,0,0.091
1430,0,1,0,1,0.091
1431,1,0,0,0,0.237
1432,0,1,0,0,-0.759
1433,1,1,0,1,0.895
1434,1,0,0,0,0.091
1435,1,1,0,0,0.091
1436,0,1,1,0,0.091
1437,1,1,0,0,0.895
1438,0,1,0,1,0.091
1439,0,0,0,0,0.895
1440,1,1,0,1,1.698
1441,0,0,0,0,-0.997
1442,1,0,0,1,-0.748
1443,0,0,0,0,0.091
1444,0,0,0,0,0.895
1445,0,0,0,0,0.895
1446,0,0,0,0,0.895
1447,0,1,0,1,-0.464
1448,1,1,0,0,0.091
1449,1,1,0,0,0.783
1450,1,1,1,0,0.091
1451,1,1,0,1,-0.192
1452,0,0,1,1,-0.131
1453,1,0,0,1,1.136
1454,1,1,0,0,0.091
1455,1,0,1,0,0.895
1456,1,0,0,0,0.091
1457,1,1,0,0,0.895
1458,0,1,0,1,0.895
1459,0,0,0,0,0.895
1460,1,0,0,0,1.698
1461,0,0,0,0,0.091
1462,0,0,0,0,-2.122
1463,0,0,0,1,0.895
1464,1,1,1,0,1.136
1465,1,1,0,0,0.895
1466,0,0,0,0,-0.559
1467,0,1,0,1,-0.743
1468,0,0,0,0,0.639
1469,0,1,0,0,0.091
1470,0,1,0,0,-0.318
1471,1,1,0,0,0.091
1472,0,0,0,0,0.669
1473,1,1,0,1,-0.979
1474,1,1,0,0,0.091
1475,1,1,0,0,0.091
1476,1,0,0,1,-0.198
1477,1,1,0,0,-0.375
1478,1,0,0,0,0.953
1479,0,0,0,0,-0.023
1480,0,1,0,0,0.783
1481,0,1,0,0,1.698
1482,0,1,0,1,-0.584
1483,1,1,0,1,-0.715
1484,1,1,0,1,-0.192
1485,1,0,0,1,-0.093
1486,0,1,0,0,0.895
1487,1,0,0,1,-0.192
1488,1,0,0,1,-0.422
1489,1,0,0,0,-0.192
1490,0,1,0,0,-1.938
1491,1,0,0,1,2.465
1492,1,1,0,0,0.091
1493,0,0,0,0,0.895
1494,1,0,0,1,2.465
1495,1,1,0,0,0.895
1496,1,0,0,1,1.698
1497,0,0,0,0,0.895
1498,1,0,0,1,0.091
1499,1,0,1,1,0.895
1500,1,1,0,1,0.091
1501,1,0,0,0,-0.134
1502,1,1,0,0,1.698
1503,1,1,0,0,1.136
1504,1,1,0,0,-0.359
1505,0,1,0,0,-0.176
1506,0,1,0,0,0.769
1507,1,0,0,1,1.136
1508,0,1,0,0,0.091
1509,1,0,0,0,-1.035
1510,0,0,0,1,-0.192
1511,0,0,0,1,-3.467
1512,1,0,0,0,-0.006
1513,0,0,0,0,0.895
1514,1,1,0,0,-0.131
1515,0,1,0,1,-0.198
1516,0,1,0,0,0.895
1517,1,1,0,1,0.091
1518,0,1,0,0,0.444
1519,1,0,1,1,0.895
1520,1,0,0,0,0.895
1521,1,1,0,1,0.895
1522,1,1,0,0,0.091
1523,0,0,0,1,2.465
1524,0,1,0,1,0.091
1525,1,0,0,0,-0.898
1526,0,0,0,0,0.414
1527,0,1,0,0,0.091
1528,1,1,0,1,0.444
1529,1,1,0,0,0.091
1530,1,0,0,0,-0.131
1531,0,0,0,0,-2.847
1532,0,1,0,0,-0.979
1533,0,0,0,1,0.895
1534,0,1,0,0,1.698
1535,1,1,0,1,-0.192
1536,1,1,0,0,0.198
1537,1,0,0,0,-0.918
1538,0,0,0,0,0.895
1539,0,0,0,0,-0.192
1540,0,1,0,0,-0.687
1541,1,1,0,0,-0.375
1542,0,1,0,0,-0.788
1543,0,1,0,0,-0.242
1544,1,0,0,0,0.895
1545,1,1,0,1,0.091
1546,0,1,0,0,-1.035
1547,0,1,0,0,-3.584
1548,1,0,0,1,0.895
1549,0,1,0,0,0.895
1550,0,0,0,0,-1.763
1551,0,0,0,1,-1.278
1552,1,0,0,1,2.465
1553,1,1,0,0,1.136
1554,0,1,0,0,0.414
1555,0,1,0,0,0.091
1556,0,0,0,1,-0.318
1557,1,1,0,0,-0.134
1558,1,1,0,0,-0.134
1559,1,1,0,0,0.895
1560,0,0,0,1,0.465
1561,1,0,0,0,-0.533
1562,1,1,1,0,0.895
1563,1,1,0,0,-0.309
1564,0,1,0,0,0.091
1565,1,0,0,0,1.136
1566,0,0,0,1,-0.192
1567,1,1,0,0,0.091
1568,0,0,0,0,0.091
1569,0,0,0,0,0.895
1570,0,1,0,1,-0.164
1571,1,0,0,0,1.136
1572,1,0,1,1,0.091
1573,1,1,0,0,0.091
1574,1,1,0,1,0.895
1575,1,1,0,0,0.091
1576,1,1,0,0,-0.242
1577,0,1,0,0,-1.927
1578,0,1,0,0,-0.642
1579,1,0,0,0,-0.584
1580,1,0,0,1,0.091
1581,0,0,0,0,0.091
1582,0,0,0,0,0.895
1583,0,0,0,0,-0.611
1584,1,1,0,0,0.091
1585,0,1,0,0,0.895
1586,1,0,0,0,-0.192
1587,0,1,0,1,-0.192
1588,1,0,0,0,0.091
1589,1,0,0,0,0.091
1590,0,1,0,0,-4.484
1591,1,0,0,0,-2.167
1592,0,1,0,0,-0.725
1593,1,1,0,0,-1.485
1594,0,1,0,0,0.091
1595,0,0,0,0,0.091
1596,1,0,1,1,0.091
1597,0,0,0,0,-2.111
1598,1,0,0,0,-1.824
1599,0,0,0,0,-0.584
1600,0,0,0,1,0.091
1601,1,1,0,1,1.136
1602,0,0,0,0,0.091
1603,0,0,0,1,1.136
1604,1,1,0,0,-1.451
1605,0,0,0,0,-0.192
1606,0,0,0,1,-0.559
1607,0,1,0,0,0.561
1608,1,0,0,1,-3.209
1609,1,0,0,0,0.444
1610,1,1,0,0,1.698
1611,1,1,1,1,0.769
1612,0,1,0,0,-0.192
1613,1,1,0,0,0.091
1614,0,0,1,1,-0.571
1615,0,0,0,0,-0.192
1616,0,1,0,0,-0.134
1617,0,0,0,1,-1.289
1618,0,0,0,0,-1.953
1619,1,0,0,0,-0.791
1620,1,1,0,1,-2.622
1621,1,0,0,1,0.091
1622,0,0,0,1,-0.192
1623,0,0,0,1,0.336
1624,1,1,0,0,0.895
1625,0,0,0,1,0.049
1626,1,1,0,0,1.136
1627,0,0,0,0,0.091
1628,0,0,0,0,-0.926
1629,1,1,0,0,0.091
1630,0,0,0,0,-3.147
1631,1,0,0,1,0.669
1632,1,0,0,1,1.698
1633,0,1,0,0,0.156
1634,1,0,0,1,-0.242
1635,0,0,1,1,-0.42
1636,0,1,0,0,-0.242
1637,1,0,0,0,0.444
1638,1,0,0,0,-1.546
1639,1,1,0,1,0.091
1640,0,1,1,0,0.091
1641,1,1,0,0,-0.137
1642,1,0,0,0,1.136
1643,0,1,0,0,-0.242
1644,1,1,0,1,0.091
1645,1,1,0,0,-0.387
1646,1,0,0,0,0.091
1647,0,1,0,0,0.895
1648,0,1,0,0,-0.581
1649,1,1,1,0,0.091
1650,1,1,0,0,-0.81
1651,1,1,0,1,0.895
1652,1,1,0,1,-0.81
1653,0,0,0,0,0.895
1654,1,1,0,0,-1.224
1655,0,1,0,0,0.091
1656,1,0,0,0,1.136
1657,1,1,0,1,-0.275
1658,0,1,0,0,0.561
1659,0,1,0,0,0.091
1660,0,0,0,1,-0.754
1661,1,0,0,0,-0.131
1662,0,0,0,1,0.895
1663,1,0,0,1,0.895
1664,0,1,1,0,-1.485
1665,1,0,0,0,0.091
1666,1,1,0,1,0.091
1667,0,0,0,0,-0.682
1668,1,1,0,0,-0.604
1669,0,0,0,1,-0.359
1670,1,0,0,0,0.402
1671,1,1,0,0,0.895
1672,1,1,0,1,-0.345
1673,0,0,0,0,-2.622
1674,1,0,0,0,0.091
1675,0,0,0,0,-1.202
1676,0,1,0,0,0.669
1677,0,0,0,1,-0.192
1678,0,0,0,1,1.136
1679,1,1,0,0,-0.131
1680,0,1,0,0,1.136
1681,0,0,0,0,0.091
1682,0,1,0,0,0.895
1683,0,1,0,0,0.091
1684,0,0,0,1,0.895
1685,0,1,0,0,0.091
1686,1,1,0,0,0.895
1687,1,1,0,0,0.895
1688,0,1,0,1,1.136
1689,0,1,0,0,0.5
1690,1,1,0,0,0.091
1691,1,0,0,0,-0.192
1692,0,0,0,1,-0.062
1693,0,0,0,0,1.136
1694,1,0,0,0,-0.504
1695,0,0,0,1,-0.359
1696,1,1,0,1,-1.876
1697,1,0,0,0,-1.593
1698,1,0,0,0,0.091
1699,0,1,0,0,0.714
1700,0,1,0,1,0.932
1701,0,1,0,0,0.606
1702,1,1,0,0,0.091
1703,1,1,0,1,0.159
1704,0,1,0,0,0.895
1705,1,1,0,1,0.895
1706,1,1,0,1,-0.304
1707,1,0,1,0,1.136
1708,1,0,0,0,0.111
1709,0,1,0,1,2.16
1710,0,1,0,0,0.091
1711,0,0,0,1,-4.715
1712,0,1,0,0,0.783
1713,1,1,0,0,2.281
1714,1,0,0,1,0.895
1715,1,1,0,0,-0.359
1716,0,1,0,0,1.698
1717,1,1,0,1,1.136
1718,0,0,0,1,-0.359
1719,0,0,0,1,0.895
1720,1,0,0,1,-0.067
1721,0,0,0,0,0.292
1722,1,0,0,1,0.769
1723,1,0,0,1,-1.374
1724,0,1,0,1,1.136
1725,1,0,1,1,0.091
1726,1,0,0,0,0.895
1727,0,0,0,1,0.091
1728,1,1,0,0,1.136
1729,1,1,0,0,0.091
1730,1,1,0,1,0.895
1731,1,0,0,0,-1.22
1732,1,1,0,0,0.558
1733,1,0,0,0,0.091
1734,0,1,0,0,-0.245
1735,1,1,0,0,-0.131
1736,0,0,0,0,-0.023
1737,0,1,0,0,0.091
1738,0,0,0,0,-1.477
1739,1,1,0,0,0.669
1740,0,0,0,0,0.091
1741,0,0,0,0,0.091
1742,1,0,0,1,0.091
1743,1,0,0,1,0.05
1744,0,0,0,1,1.698
1745,1,0,0,0,1.136
1746,1,1,0,0,0.091
1747,0,0,0,0,-2.372
1748,0,1,0,1,-1.319
1749,1,1,0,1,-0.675
1750,1,1,0,0,0.091
1751,1,1,0,1,0.091
1752,1,0,0,0,0.091
1753,0,1,0,1,1.136
1754,0,1,0,1,-0.192
1755,1,0,0,1,0.219
1756,1,0,0,0,0.895
1757,0,0,0,0,0.895
1758,0,0,0,1,-0.981
1759,0,1,0,0,0.895
1760,1,0,0,1,0.895
1761,0,0,0,0,-0.564
1762,0,1,0,0,-0.192
1763,1,0,0,0,0.769
1764,0,1,0,0,1.698
1765,0,0,0,0,-1.035
1766,1,1,0,1,-1.714
1767,0,1,0,0,0.091
1768,0,1,0,0,1.136
1769,0,0,0,1,-0.131
1770,1,1,0,0,0.895
1771,0,1,0,0,2.502
1772,1,1,0,1,0.895
1773,0,0,0,1,-0.979
1774,0,0,0,0,0.091
1775,0,0,0,0,0.769
1776,0,0,0,1,-1.091
1777,1,1,0,0,1.136
1778,0,0,0,0,-0.559
1779,1,1,0,0,0.628
1780,0,0,0,1,2.465
1781,1,0,0,0,0.444
1782,1,1,0,0,0.091
1783,1,0,0,0,-0.192
1784,1,0,0,0,-0.192
1785,0,1,0,0,-0.093
1786,0,1,0,0,-0.359
1787,0,0,1,1,-1.579
1788,0,0,0,0,0.219
1789,0,0,0,0,0.561
1790,0,0,0,0,0.091
1791,1,1,0,0,0.895
1792,0,1,0,0,-0.687
1793,1,1,0,1,0.091
1794,0,0,0,1,-0.611
1795,0,0,0,0,-0.584
1796,0,1,0,1,0.219
1797,1,1,0,0,-0.192
1798,0,1,0,0,0.091
1799,1,0,0,1,-3.044
1800,1,0,0,0,0.585
1801,0,1,0,0,0.895
1802,1,1,0,0,-0.526
1803,1,0,0,0,-0.131
1804,1,1,0,0,0.895
1805,1,0,0,1,0.091
1806,0,1,0,0,0.895
1807,1,0,0,0,1.136
1808,0,0,1,1,0.091
1809,0,0,0,0,0.895
1810,0,1,0,1,-0.423
1811,0,1,0,0,-1.035
1812,0,1,0,0,-0.149
1813,1,1,0,1,0.895
1814,1,0,0,0,-0.926
1815,1,0,0,0,-0.981
1816,0,0,0,1,0.783
1817,1,0,0,1,0.895
1818,0,1,0,0,-0.198
1819,1,0,0,1,0.895
1820,0,0,0,0,-1.824
1821,0,0,1,0,0.895
1822,0,1,0,1,0.895
1823,0,0,0,0,-0.47
1824,0,1,0,0,0.091
1825,1,1,0,0,0.402
1826,0,1,0,0,0.895
1827,1,1,0,0,1.698
1828,0,0,0,0,0.672
1829,0,0,0,1,1.698
1830,1,0,0,0,1.136
1831,1,1,0,1,0.953
1832,0,0,0,1,-0.192
1833,1,1,0,0,0.895
1834,1,1,0,0,-0.02
1835,1,1,0,1,-1.549
1836,1,0,0,1,0.091
1837,0,0,0,1,0.091
1838,0,1,0,0,-0.131
1839,1,1,0,1,0.895
1840,1,1,0,0,-0.438
1841,0,1,0,0,0.895
1842,1,0,0,0,0.091
1843,0,1,0,0,-0.134
1844,0,1,0,0,-1.146
1845,1,1,0,0,0.049
1846,0,0,0,1,0.444
1847,0,0,0,0,-0.926
1848,0,1,0,0,-0.584
1849,1,0,0,0,0.091
1850,0,1,0,1,0.895
1851,1,0,0,0,-0.131
1852,1,0,0,1,-0.149
1853,0,1,0,0,0.895
1854,1,0,0,0,-0.359
1855,0,1,0,0,-0.192
1856,0,0,0,1,0.953
1857,0,1,0,0,0.895
1858,1,0,0,1,1.136
1859,1,0,1,1,0.219
1860,1,1,0,1,-1.146
1861,0,0,0,1,-2.805
1862,1,1,0,0,0.091
1863,0,0,0,0,0.895
1864,1,1,0,0,0.895
1865,1,1,0,0,-0.242
1866,0,0,0,0,-0.176
1867,0,0,0,1,0.091
1868,1,1,0,0,0.606
1869,1,0,0,0,-0.192
1870,1,0,1,1,0.895
1871,0,1,0,0,-1.716
1872,0,0,0,0,0.895
1873,1,0,0,0,0.091
1874,1,1,0,0,3.793
