hhid,cash,eligible,time,male,age35,schooling,nutrition
355,1,0,0,1,1,1,.96155715
355,1,0,1,1,1,1,1.0697988
356,1,0,0,0,1,0,-.20405026
356,1,0,1,0,1,0,-.44604713
357,1,0,0,0,0,0,.21332315
357,1,0,1,0,0,0,1.0697988
358,1,0,0,0,1,0,.21332315
358,1,0,1,0,1,0,.53440905
359,1,0,0,0,1,0,-.032794926
359,1,0,1,0,1,0,-.22676605
360,1,0,0,0,1,1,.21332315
360,1,0,1,0,1,1,.039885584
361,1,0,0,0,1,0,.96155715
361,1,0,1,0,1,0,-.19495793
362,1,0,0,0,1,0,.50326306
362,1,0,1,0,1,0,.039885584
363,1,0,0,1,1,0,.030005489
363,1,0,1,1,1,0,-.19495793
364,1,0,0,0,0,0,.21332315
364,1,0,1,0,0,0,-4.1237979
365,1,0,0,0,1,0,.21332315
365,1,0,1,0,1,0,.82658541
366,1,0,0,0,1,0,-.11239143
366,1,0,1,0,1,0,.82658541
367,1,0,0,1,1,1,.13999511
367,1,0,1,1,1,1,.039885584
368,1,0,0,0,1,1,.21332315
368,1,0,1,0,1,1,.82658541
369,1,0,0,0,1,0,2.3923521
369,1,0,1,0,1,0,.87627524
370,1,0,0,0,1,0,.96155715
370,1,0,1,0,1,0,1.0697988
371,1,0,0,0,0,0,-2.5265563
371,1,0,1,0,0,0,-3.3971646
372,1,0,0,0,1,0,-1.112164
372,1,0,1,0,1,0,.039885584
373,1,0,0,0,1,0,-1.108497
373,1,0,1,0,1,0,.039885584
374,1,0,0,1,1,0,.21332315
374,1,0,1,1,1,0,-1.2975472
375,1,0,0,0,1,0,.21332315
375,1,0,1,0,1,0,-.22676605
376,1,0,0,0,0,0,1.5011046
376,1,0,1,0,0,0,.58361906
377,1,0,0,1,1,0,.21332315
377,1,0,1,1,1,0,.82658541
378,1,0,0,0,1,0,-1.5971974
378,1,0,1,0,1,0,-.51980937
379,1,0,0,0,0,0,-.31970805
379,1,0,1,0,0,0,.82658541
380,1,0,0,0,0,1,.21332315
380,1,0,1,0,0,1,.82658541
381,1,0,0,0,1,0,.21332315
381,1,0,1,0,1,0,.82658541
382,1,0,0,0,1,0,-.42828861
382,1,0,1,0,1,0,-1.2237849
383,1,0,0,0,1,0,-.032794926
383,1,0,1,0,1,0,.039885584
384,1,0,0,0,1,0,1.1797786
384,1,0,1,0,1,0,.82658541
385,1,0,0,0,1,0,.21332315
385,1,0,1,0,1,0,.82658541
386,1,0,0,0,1,0,-.76245052
386,1,0,1,0,1,0,.039885584
387,1,0,0,0,1,0,.73415709
387,1,0,1,0,1,0,.27777466
388,1,0,0,0,1,0,.21332315
388,1,0,1,0,1,0,.47432011
389,1,0,0,0,0,0,1.7097913
389,1,0,1,0,0,0,-.20308074
390,1,0,0,0,1,0,1.1797786
390,1,0,1,0,1,0,-.61381316
391,1,0,0,0,0,0,-.20405026
391,1,0,1,0,0,0,.039885584
392,1,0,0,0,1,0,.96155715
392,1,0,1,0,1,0,-.22676605
393,1,0,0,0,1,0,.21332315
393,1,0,1,0,1,0,.34065267
394,1,0,0,0,1,0,.21332315
394,1,0,1,0,1,0,.82658541
395,1,0,0,0,1,0,.030005489
395,1,0,1,0,1,0,-.22676605
396,1,0,0,0,1,0,-.74426723
396,1,0,1,0,1,0,.82658541
397,1,0,0,0,1,0,.21332315
397,1,0,1,0,1,0,.039885584
398,1,0,0,0,1,0,-.061653327
398,1,0,1,0,1,0,.039885584
399,1,0,0,0,1,0,.21332315
399,1,0,1,0,1,0,-.60176182
400,1,0,0,0,1,0,.030005489
400,1,0,1,0,1,0,.82658541
401,1,0,0,1,1,1,.59492189
401,1,0,1,1,1,1,.82658541
402,1,0,0,0,1,0,.96155715
402,1,0,1,0,1,0,.82658541
403,1,0,0,0,1,0,.030005489
403,1,0,1,0,1,0,1.6132852
404,1,0,0,1,1,0,-.032794926
404,1,0,1,1,1,0,-.22676605
405,1,0,0,0,1,0,-.34507713
405,1,0,1,0,1,0,-.35067266
406,1,0,0,0,1,0,1.1797786
406,1,0,1,0,1,0,-.22676605
407,1,0,0,0,1,0,-.20405026
407,1,0,1,0,1,0,.82658541
408,1,0,0,0,1,0,-.53558052
408,1,0,1,0,1,0,.34065267
409,1,0,0,1,1,1,.96155715
409,1,0,1,1,1,1,.82658541
410,1,0,0,0,1,0,.21332315
410,1,0,1,0,1,0,-1.127082
411,1,0,0,0,1,0,.21332315
411,1,0,1,0,1,0,.82658541
412,1,0,0,1,1,0,.21332315
412,1,0,1,1,1,0,1.6132852
413,1,0,0,0,1,0,.21332315
413,1,0,1,0,1,0,.039885584
414,1,0,0,1,1,0,-.62695694
414,1,0,1,1,1,0,-.22676605
415,1,0,0,0,1,0,-.43095058
415,1,0,1,0,1,0,-3.0315821
416,1,0,0,1,1,1,-1.2474838
416,1,0,1,1,1,1,-.085659005
417,1,0,0,1,1,0,-.42828861
417,1,0,1,1,1,0,1.6132852
418,1,0,0,0,1,0,.21332315
418,1,0,1,0,1,0,.039885584
419,1,0,0,0,1,0,-.32987592
419,1,0,1,0,1,0,1.0697988
420,1,0,0,0,1,0,.21332315
420,1,0,1,0,1,0,.097686358
421,1,0,0,1,1,0,.96155715
421,1,0,1,1,1,0,.039885584
422,1,0,0,0,1,0,-.41273692
422,1,0,1,0,1,0,.039885584
423,1,0,0,1,1,1,.86989832
423,1,0,1,1,1,1,.82658541
424,1,0,0,1,1,0,.7528705
424,1,0,1,1,1,0,.82658541
425,1,0,0,1,1,0,.1216643
425,1,0,1,1,1,0,1.0697988
426,1,0,0,0,1,0,-.20405026
426,1,0,1,0,1,0,.82658541
427,1,0,0,0,1,0,.33549711
427,1,0,1,0,1,0,-.077536181
428,1,0,0,0,1,0,-.47841641
428,1,0,1,0,1,0,-.22676605
429,1,0,0,1,1,0,.21332315
429,1,0,1,1,1,0,.82658541
430,1,0,0,0,1,0,-.62142366
430,1,0,1,0,1,0,-.44604713
431,1,0,0,0,0,0,-.0011792255
431,1,0,1,0,0,0,-.91036755
432,1,0,0,0,0,0,.09047959
432,1,0,1,0,0,0,-.44604713
433,1,0,0,0,1,0,-.15331215
433,1,0,1,0,1,0,-2.4454346
434,1,0,0,0,1,0,2.3923521
434,1,0,1,0,1,0,-.22676605
435,1,0,0,0,1,0,-.36392993
435,1,0,1,0,1,0,-.56346893
436,1,0,0,1,1,0,-.032794926
436,1,0,1,1,1,0,-.22676605
437,1,0,0,0,1,0,-.032794926
437,1,0,1,0,1,0,1.0697988
438,1,0,0,1,1,0,.21332315
438,1,0,1,1,1,0,.039885584
439,1,0,0,0,1,0,.21332315
439,1,0,1,0,1,0,-.077536181
440,1,0,0,0,0,0,.030005489
440,1,0,1,0,0,0,.82658541
441,1,0,0,0,1,0,.96155715
441,1,0,1,0,1,0,-.20308074
442,1,0,0,0,1,0,-.77763635
442,1,0,1,0,1,0,-.74123091
443,1,0,0,1,1,0,-.24497095
443,1,0,1,1,1,0,.82658541
444,1,0,0,1,1,0,.1216643
444,1,0,1,1,1,0,-.44604713
445,1,0,0,0,1,0,-.32987592
445,1,0,1,0,1,0,-.22676605
446,1,0,0,0,1,0,.96155715
446,1,0,1,0,1,0,.82658541
447,1,0,0,0,1,0,.66121161
447,1,0,1,0,1,0,-.63193196
448,1,0,0,0,1,0,-.032794926
448,1,0,1,0,1,0,-.42028958
449,1,0,0,1,0,0,1.1797786
449,1,0,1,1,0,0,.82658541
450,1,0,0,1,1,0,-1.1950097
450,1,0,1,1,1,0,.82658541
451,1,0,0,0,1,0,.030005489
451,1,0,1,0,1,0,-1.272845
452,1,0,0,0,1,0,.88269764
452,1,0,1,0,1,0,.039885584
453,1,0,0,0,1,0,-.30734041
453,1,0,1,0,1,0,-1.3206054
454,1,0,0,0,1,0,.1216643
454,1,0,1,0,1,0,-.64018011
455,1,0,0,0,1,0,.030005489
455,1,0,1,0,1,0,-.22676605
456,1,0,0,0,1,0,.96155715
456,1,0,1,0,1,0,.039885584
457,1,0,0,0,0,0,-.55376381
457,1,0,1,0,0,0,-.20308074
458,1,0,0,0,1,0,1.1797786
458,1,0,1,0,1,0,-.22676605
459,1,0,0,0,1,0,.030005489
459,1,0,1,0,1,0,2.3663635
460,1,0,0,0,0,0,.1216643
460,1,0,1,0,0,0,.82658541
461,1,0,0,1,1,1,.96155715
461,1,0,1,1,1,1,.039885584
462,1,0,0,0,0,0,.21332315
462,1,0,1,0,0,0,-.15108165
463,1,0,0,1,1,1,1.7097913
463,1,0,1,1,1,1,.039885584
464,1,0,0,0,1,1,1.1797786
464,1,0,1,0,1,1,-.22676605
465,1,0,0,0,1,0,-.18133542
465,1,0,1,0,1,0,-.22676605
466,1,0,0,0,1,0,-1.4618776
466,1,0,1,0,1,0,.039885584
467,1,0,0,0,0,0,.21332315
467,1,0,1,0,0,0,2.0477197
468,1,0,0,0,1,0,.030005489
468,1,0,1,0,1,0,.039885584
469,1,0,0,0,1,0,.96155715
469,1,0,1,0,1,0,.039885584
470,1,0,0,0,1,0,-.20405026
470,1,0,1,0,1,0,-.51451021
471,1,0,0,0,1,0,-1.3266665
471,1,0,1,0,1,0,-.22676605
472,1,0,0,0,1,0,.21332315
472,1,0,1,0,1,0,-.61381316
473,1,0,0,1,1,1,.96155715
473,1,0,1,1,1,1,1.6132852
474,1,0,0,0,1,0,-.32987592
474,1,0,1,0,1,0,-.22676605
475,1,0,0,0,1,0,.96155715
475,1,0,1,0,1,0,1.6132852
476,1,0,0,0,1,0,.21332315
476,1,0,1,0,1,0,.039885584
477,1,0,0,0,0,0,-.20405026
477,1,0,1,0,0,0,.82658541
478,1,0,0,1,1,0,-2.589617
478,1,0,1,1,1,0,-.22676605
479,1,0,0,0,1,0,.21332315
479,1,0,1,0,1,0,-1.0957501
480,1,0,0,1,1,0,-.42828861
480,1,0,1,1,1,0,.82658541
481,1,0,0,0,1,0,-.57725006
481,1,0,1,0,1,0,-.51772505
482,1,0,0,0,0,0,.96155715
482,1,0,1,0,0,0,.82658541
483,1,0,0,0,1,0,.030005489
483,1,0,1,0,1,0,.14946872
484,1,0,0,0,1,0,.96155715
484,1,0,1,0,1,0,.039885584
485,1,0,0,0,0,1,.96155715
485,1,0,1,0,0,1,.82658541
486,1,0,0,0,1,0,.96155715
486,1,0,1,0,1,0,-.88956547
487,1,0,0,0,0,0,.1216643
487,1,0,1,0,0,0,.039885584
488,1,0,0,0,1,0,-.47841641
488,1,0,1,0,1,0,.039885584
489,1,0,0,0,1,0,.96155715
489,1,0,1,0,1,0,.039885584
490,1,0,0,1,1,0,.21332315
490,1,0,1,1,1,0,-1.1749462
491,1,0,0,0,1,0,-1.4107448
491,1,0,1,0,1,0,.039885584
492,1,0,0,0,1,0,.21332315
492,1,0,1,0,1,0,.039885584
493,1,0,0,0,1,0,-.90347731
493,1,0,1,0,1,0,-.60176182
494,1,0,0,0,1,0,1.1797786
494,1,0,1,0,1,0,1.6132852
495,1,0,0,0,0,0,1.7097913
495,1,0,1,0,0,0,.82658541
496,1,0,0,0,1,0,.21332315
496,1,0,1,0,1,0,-.20308074
497,1,0,0,1,1,0,.21332315
497,1,0,1,1,1,0,.039885584
498,1,0,0,0,1,0,.0046364437
498,1,0,1,0,1,0,-2.1748011
499,1,0,0,1,1,0,-.4992497
499,1,0,1,1,1,0,2.3663635
500,1,0,0,0,1,0,-.032794926
500,1,0,1,0,1,0,-.80733663
501,1,0,0,0,1,0,-1.6668973
501,1,0,1,0,1,0,-.44604713
502,1,0,0,0,1,0,.59492189
502,1,0,1,0,1,0,.82658541
503,1,0,0,0,1,0,-.20405026
503,1,0,1,0,1,0,.039885584
504,1,0,0,0,0,1,.96155715
504,1,0,1,0,0,1,.039885584
505,1,0,0,1,1,0,.21332315
505,1,0,1,1,1,0,.70916367
506,1,0,0,1,1,0,-.21568157
506,1,0,1,1,1,0,-2.0946996
507,1,0,0,0,1,0,1.1797786
507,1,0,1,0,1,0,-.22676605
508,1,0,0,0,1,0,-.23187277
508,1,0,1,0,1,0,-.22676605
509,1,0,0,0,1,0,-1.0725784
509,1,0,1,0,1,0,1.7678629
510,1,0,0,0,1,0,-1.2474838
510,1,0,1,0,1,0,-.56863219
511,1,0,0,0,1,0,1.1797786
511,1,0,1,0,1,0,.82658541
512,1,0,0,0,1,0,.96155715
512,1,0,1,0,1,0,-.44604713
513,1,0,0,0,1,0,.21332315
513,1,0,1,0,1,0,.039885584
514,1,0,0,1,1,0,.21332315
514,1,0,1,1,1,0,.82658541
515,1,0,0,1,1,0,.86989832
515,1,0,1,1,1,0,.039885584
516,1,0,0,0,0,0,-.54405719
516,1,0,1,0,0,0,.039885584
517,1,0,0,0,1,0,-1.2474838
517,1,0,1,0,1,0,1.0697988
518,1,0,0,0,1,0,-2.9887176
518,1,0,1,0,1,0,-.68901348
519,1,0,0,0,1,0,-.90420723
519,1,0,1,0,1,0,.039885584
520,1,0,0,0,1,0,.0046364437
520,1,0,1,0,1,0,1.6132852
521,1,0,0,0,1,0,.21332315
521,1,0,1,0,1,0,.59174186
522,1,0,0,0,0,0,.21332315
522,1,0,1,0,0,0,.039885584
523,1,0,0,0,1,1,-.092838049
523,1,0,1,0,1,1,1.6132852
524,1,0,0,1,1,0,.21332315
524,1,0,1,1,1,0,-.88956547
525,1,0,0,0,0,0,.21332315
525,1,0,1,0,0,0,-.20308074
526,1,0,0,0,1,0,1.7097913
526,1,0,1,0,1,0,-.49769136
527,1,0,0,0,0,0,.86989832
527,1,0,1,0,0,0,.039885584
528,1,0,0,0,1,0,.96155715
528,1,0,1,0,1,0,-.68901348
529,1,0,0,0,0,0,-.41273692
529,1,0,1,0,0,0,-.20308074
530,1,0,0,0,1,0,1.1797786
530,1,0,1,0,1,0,1.0697988
531,1,0,0,0,1,0,-1.3670577
531,1,0,1,0,1,0,-2.0619829
532,1,0,0,0,1,0,-2.5693038
532,1,0,1,0,1,0,-.35067266
533,1,0,0,0,1,0,-1.470734
533,1,0,1,0,1,0,1.0697988
534,1,0,0,0,0,0,.61047357
534,1,0,1,0,0,0,1.6132852
535,1,0,0,0,1,0,-.18133542
535,1,0,1,0,1,0,-1.8960459
536,1,0,0,0,0,0,-.15331215
536,1,0,1,0,0,0,.82658541
537,1,0,0,0,1,0,-.55957949
537,1,0,1,0,1,0,-.87417912
538,1,0,0,0,1,0,1.1797786
538,1,0,1,0,1,0,.51515597
539,1,0,0,1,0,0,.96155715
539,1,0,1,1,0,0,.039885584
540,1,0,0,0,1,0,-3.6954789
540,1,0,1,0,1,0,-1.3206054
541,1,0,0,0,0,0,.21332315
541,1,0,1,0,0,0,.039885584
542,1,0,0,0,1,0,-2.6426706
542,1,0,1,0,1,0,.039885584
543,1,0,0,0,1,0,-.1363904
543,1,0,1,0,1,0,-2.2642181
544,1,0,0,0,1,0,1.1797786
544,1,0,1,0,1,0,-.80733663
545,1,0,0,1,0,0,.96155715
545,1,0,1,1,0,0,.039885584
546,1,0,0,0,1,0,.96155715
546,1,0,1,0,1,0,.58361906
547,1,0,0,0,1,0,-.20405026
547,1,0,1,0,1,0,.59174186
548,1,0,0,0,1,0,-.36392993
548,1,0,1,0,1,0,.039885584
549,1,0,0,0,1,0,.21332315
549,1,0,1,0,1,0,.039885584
550,1,0,0,1,1,0,.96155715
550,1,0,1,1,1,0,.82658541
551,1,0,0,0,1,0,.21332315
551,1,0,1,0,1,0,.039885584
552,1,0,0,1,1,0,-.18133542
552,1,0,1,1,1,0,1.0697988
553,1,0,0,1,1,0,.21332315
553,1,0,1,1,1,0,.039885584
554,1,0,0,0,1,0,-1.3208507
554,1,0,1,0,1,0,.82658541
555,1,0,0,0,1,0,.21332315
555,1,0,1,0,1,0,.039885584
556,1,0,0,0,1,0,-1.0725784
556,1,0,1,0,1,0,-1.1492028
557,1,0,0,0,1,0,.96155715
557,1,0,1,0,1,0,.039885584
558,1,0,0,0,1,0,-.32987592
558,1,0,1,0,1,0,1.0697988
559,1,0,0,0,1,0,-5.7903066
559,1,0,1,0,1,0,1.6132852
560,1,0,0,0,1,0,-1.3208507
560,1,0,1,0,1,0,-.44604713
561,1,0,0,0,0,0,.21332315
561,1,0,1,0,0,0,.039885584
562,1,0,0,0,0,0,.21332315
562,1,0,1,0,0,0,-.20308074
563,1,0,0,0,0,0,.21332315
563,1,0,1,0,0,0,-.68901348
564,1,0,0,0,1,0,.21332315
564,1,0,1,0,1,0,.82658541
565,1,0,0,0,1,0,-.55957949
565,1,0,1,0,1,0,.039885584
566,1,0,0,0,1,0,-.061653327
566,1,0,1,0,1,0,.039885584
567,1,0,0,1,1,0,-.62695694
567,1,0,1,1,1,0,-.61381316
568,1,0,0,1,1,0,-.42828861
568,1,0,1,1,1,0,-.78206664
569,1,0,0,0,1,0,.21332315
569,1,0,1,0,1,0,.41172606
570,1,0,0,0,1,0,.030005489
570,1,0,1,0,1,0,-.19495793
571,1,0,0,0,1,0,-.032794926
571,1,0,1,0,1,0,1.0697988
572,1,0,0,0,1,0,-.32987592
572,1,0,1,0,1,0,-.22676605
573,1,0,0,0,1,0,.21332315
573,1,0,1,0,1,0,-.49239552
574,1,0,0,0,1,0,-.032794926
574,1,0,1,0,1,0,-.22676605
575,1,0,0,1,0,0,.030005489
575,1,0,1,1,0,0,.039885584
576,1,0,0,0,1,0,-1.108497
576,1,0,1,0,1,0,-.5463841
577,1,0,0,0,1,0,-.52839476
577,1,0,1,0,1,0,1.6132852
578,1,0,0,0,1,0,-1.2474838
578,1,0,1,0,1,0,-1.2186843
579,1,0,0,0,1,0,-.43095058
579,1,0,1,0,1,0,-.66772193
580,1,0,0,0,1,0,.77823955
580,1,0,1,0,1,0,.82658541
581,1,0,0,0,1,0,.96155715
581,1,0,1,0,1,0,.82658541
582,1,0,0,0,1,0,-2.8476906
582,1,0,1,0,1,0,.039885584
583,1,0,0,1,1,1,1.1797786
583,1,0,1,1,1,1,1.6132852
584,1,0,0,1,1,0,.030005489
584,1,0,1,1,1,0,.039885584
585,1,0,0,0,1,0,.21332315
585,1,0,1,0,1,0,.039885584
586,1,0,0,0,1,0,.96155715
586,1,0,1,0,1,0,.039885584
587,1,0,0,0,1,0,.54418379
587,1,0,1,0,1,0,1.6132852
588,1,0,0,0,1,0,-.30734041
588,1,0,1,0,1,0,-.67692399
589,1,0,0,1,1,0,-1.0770885
589,1,0,1,1,1,0,.039885584
590,1,0,0,0,1,0,-.83581746
590,1,0,1,0,1,0,.82658541
591,1,0,0,0,1,0,.21332315
591,1,0,1,0,1,0,.039885584
592,1,0,0,0,1,0,.96155715
592,1,0,1,0,1,0,.82658541
593,1,0,0,0,1,0,.1216643
593,1,0,1,0,1,0,.059460804
594,1,0,0,0,1,0,-.24041687
594,1,0,1,0,1,0,.039885584
595,1,0,0,0,0,0,.030005489
595,1,0,1,0,0,0,.039885584
596,1,0,0,1,1,0,.21332315
596,1,0,1,1,1,0,.039885584
597,1,0,0,0,1,0,-.90347731
597,1,0,1,0,1,0,.82658541
598,1,0,0,0,1,0,-1.7078259
598,1,0,1,0,1,0,-.76215577
599,1,0,0,1,1,0,.96155715
599,1,0,1,1,1,0,-.22676605
600,1,0,0,0,1,0,.21332315
600,1,0,1,0,1,0,.34065267
601,1,0,0,0,1,0,-.20405026
601,1,0,1,0,1,0,-.50638741
602,1,0,0,0,1,0,-.6577903
602,1,0,1,0,1,0,-.19495793
603,1,0,0,0,1,0,-.20405026
603,1,0,1,0,1,0,.039885584
604,1,0,0,0,1,1,.13999511
604,1,0,1,0,1,1,1.0697988
605,1,0,0,0,1,0,.21332315
605,1,0,1,0,1,0,.039885584
606,1,0,0,0,1,0,1.6909384
606,1,0,1,0,1,0,.039885584
607,1,0,0,0,1,0,.98070079
607,1,0,1,0,1,0,1.0697988
608,1,0,0,0,1,0,-.30734041
608,1,0,1,0,1,0,.34065267
609,1,0,0,0,1,0,.96155715
609,1,0,1,0,1,0,.039885584
610,1,0,0,0,1,0,-1.7583632
610,1,0,1,0,1,0,-2.0946996
611,1,0,0,0,0,0,-1.9280938
611,1,0,1,0,0,0,-.077536181
612,1,0,0,0,1,0,-1.470734
612,1,0,1,0,1,0,-1.9642867
613,1,0,0,0,1,0,-1.5971974
613,1,0,1,0,1,0,-.56346893
614,1,0,0,0,1,0,.96155715
614,1,0,1,0,1,0,.82658541
615,1,0,0,1,1,0,.40315697
615,1,0,1,1,1,0,.039885584
616,1,0,0,0,1,0,-.32987592
616,1,0,1,0,1,0,-.22676605
617,1,0,0,0,1,0,.21332315
617,1,0,1,0,1,0,.039885584
618,1,0,0,0,1,0,.0046364437
618,1,0,1,0,1,0,.039885584
619,1,0,0,1,1,0,.21332315
619,1,0,1,1,1,0,.039885584
620,1,0,0,0,1,0,.96155715
620,1,0,1,0,1,0,.43602717
621,1,0,0,0,0,0,.83871371
621,1,0,1,0,0,0,.82658541
622,1,0,0,1,1,0,.96155715
622,1,0,1,1,1,0,-1.7643872
623,1,0,0,1,1,0,1.9467306
623,1,0,1,1,1,0,.68275172
624,1,0,0,0,1,0,-.62695694
624,1,0,1,0,1,0,-.22676605
625,1,0,0,0,1,0,-.032363936
625,1,0,1,0,1,0,.59174186
626,1,0,0,0,1,0,.13999511
626,1,0,1,0,1,0,-1.063971
627,1,0,0,0,1,0,.38653871
627,1,0,1,0,1,0,.87627524
628,1,0,0,0,1,0,.96155715
628,1,0,1,0,1,0,-.22676605
629,1,0,0,0,1,0,.21332315
629,1,0,1,0,1,0,-1.0523299
630,1,0,0,0,0,0,.96155715
630,1,0,1,0,0,0,.82658541
631,1,0,0,0,1,0,.7528705
631,1,0,1,0,1,0,.039885584
632,1,0,0,0,1,0,.21332315
632,1,0,1,0,1,0,.039885584
633,1,0,0,1,1,0,-.41273692
633,1,0,1,1,1,0,.039885584
634,1,0,0,0,1,0,.21332315
634,1,0,1,0,1,0,1.0697988
635,1,0,0,0,1,0,.96155715
635,1,0,1,0,1,0,-.84715116
636,1,0,0,0,1,0,-.20405026
636,1,0,1,0,1,0,.039885584
637,1,0,0,0,1,0,.31994545
637,1,0,1,0,1,0,.039885584
638,1,0,0,1,1,0,-1.1231158
638,1,0,1,1,1,0,-.88144261
639,1,0,0,1,1,0,-.20405026
639,1,0,1,1,1,0,.82658541
640,1,0,0,0,1,0,1.0312381
640,1,0,1,0,1,0,-1.5814307
641,1,0,0,1,0,0,-1.0725784
641,1,0,1,1,0,0,-.22676605
642,1,0,0,0,0,1,1.5869477
642,1,0,1,0,0,1,1.6132852
643,1,0,0,1,1,0,-3.3290567
643,1,0,1,1,1,0,-.077536181
644,1,0,0,0,1,0,-.032794926
644,1,0,1,0,1,0,-.22676605
645,1,0,0,0,1,0,-.62695694
645,1,0,1,0,1,0,-.22676605
646,1,0,0,0,1,0,-.087022379
646,1,0,1,0,1,0,.039885584
647,1,0,0,1,1,0,-.032794926
647,1,0,1,1,1,0,-.22676605
648,1,0,0,1,1,0,-1.2474838
648,1,0,1,1,1,0,.70916367
649,1,0,0,1,0,1,-.39393243
649,1,0,1,1,0,1,-.19495793
650,1,0,0,0,1,0,1.0312381
650,1,0,1,0,1,0,.039885584
651,1,0,0,0,1,0,-.0011792255
651,1,0,1,0,1,0,1.6132852
652,1,0,0,0,1,0,.96155715
652,1,0,1,0,1,0,-.1675441
653,1,0,0,0,1,0,.43707612
653,1,0,1,0,1,0,-.22676605
654,1,0,0,1,1,0,2.3923521
654,1,0,1,1,1,0,-.80733663
655,1,0,0,1,1,0,-4.8632307
655,1,0,1,1,1,0,-.87417912
656,1,0,0,0,1,0,.33549711
656,1,0,1,0,1,0,1.6132852
657,1,0,0,0,1,0,-1.2622044
657,1,0,1,0,1,0,-.22676605
658,1,0,0,1,1,0,.21332315
658,1,0,1,1,1,0,-.22676605
659,1,0,0,0,0,0,.83871371
659,1,0,1,0,0,0,.039885584
660,1,0,0,1,1,0,.21332315
660,1,0,1,1,1,0,1.0697988
661,1,0,0,0,1,0,.21332315
661,1,0,1,0,1,0,.039885584
662,1,0,0,0,1,0,-.43095058
662,1,0,1,0,1,0,-1.063971
663,1,0,0,0,1,0,.21332315
663,1,0,1,0,1,0,.039885584
664,1,0,0,0,1,0,-.8640486
664,1,0,1,0,1,0,.82658541
665,1,0,0,0,1,0,1.7097913
665,1,0,1,0,1,0,1.6132852
666,1,0,0,0,1,0,.21332315
666,1,0,1,0,1,0,-.22676605
667,1,0,0,1,1,0,2.0952711
667,1,0,1,1,1,0,-.22676605
668,1,0,0,0,1,0,.21332315
668,1,0,1,0,1,0,-1.0004429
669,1,0,0,0,1,0,.21332315
669,1,0,1,0,1,0,.82658541
670,1,0,0,1,1,0,.21332315
670,1,0,1,1,1,0,-1.7076524
671,1,0,0,0,1,0,-.41273692
671,1,0,1,0,1,0,-.27154389
672,1,0,0,0,0,0,.50326306
672,1,0,1,0,0,0,2.3663635
673,1,0,0,0,1,0,1.1797786
673,1,0,1,0,1,0,.039885584
674,1,0,0,1,1,0,-1.8438427
674,1,0,1,1,1,0,.82658541
675,1,0,0,0,0,0,.77823955
675,1,0,1,0,0,0,.82658541
676,1,0,0,0,1,0,.96155715
676,1,0,1,0,1,0,.87627524
677,1,0,0,1,1,0,-.47841641
677,1,0,1,1,1,0,-.22676605
678,1,0,0,0,1,0,.58561659
678,1,0,1,0,1,0,-2.4544957
679,1,0,0,0,0,0,-.70680273
679,1,0,1,0,0,0,1.6132852
680,1,0,0,0,0,0,-.42828861
680,1,0,1,0,0,0,.039885584
681,1,0,0,0,1,0,.96155715
681,1,0,1,0,1,0,1.1273525
682,1,0,0,0,1,0,-.032794926
682,1,0,1,0,1,0,-.22676605
683,1,0,0,0,1,0,.21332315
683,1,0,1,0,1,0,.82658541
684,1,0,0,0,1,0,1.1797786
684,1,0,1,0,1,0,-.61381316
685,1,0,0,1,1,1,.96155715
685,1,0,1,1,1,1,1.0697988
686,1,0,0,0,1,0,-.89640009
686,1,0,1,0,1,0,.87627524
687,1,0,0,1,1,0,-.32987592
687,1,0,1,1,1,0,-2.260972
688,1,0,0,0,1,0,-.67216176
688,1,0,1,0,1,0,.039885584
689,1,0,0,0,1,0,-1.7384608
689,1,0,1,0,1,0,-.20308074
690,1,0,0,0,1,0,-.47841641
690,1,0,1,0,1,0,-.22676605
691,1,0,0,0,1,0,.54418379
691,1,0,1,0,1,0,-.68901348
692,1,0,0,0,1,0,-.032794926
692,1,0,1,0,1,0,-.22676605
693,1,0,0,0,1,0,-2.4434628
693,1,0,1,0,1,0,.039885584
694,1,0,0,0,1,0,-.32987592
694,1,0,1,0,1,0,-.35067266
695,1,0,0,0,0,0,-.13776046
695,1,0,1,0,0,0,1.6132852
696,1,0,0,0,1,0,-1.2531909
696,1,0,1,0,1,0,-3.2745485
697,1,0,0,1,1,0,.48454195
697,1,0,1,1,1,0,.82658541
698,1,0,0,0,1,0,-.41273692
698,1,0,1,0,1,0,.82658541
699,1,0,0,0,1,0,1.1797786
699,1,0,1,0,1,0,-.22676605
700,1,0,0,1,1,0,-.032794926
700,1,0,1,1,1,0,-.22676605
701,1,0,0,1,1,0,1.1797786
701,1,0,1,1,1,0,-.22676605
702,1,0,0,0,1,0,.21332315
702,1,0,1,0,1,0,-.22676605
703,1,0,0,0,1,0,-.032794926
703,1,0,1,0,1,0,.82658541
704,1,0,0,0,1,0,-1.3208507
704,1,0,1,0,1,0,1.6132852
705,1,0,0,0,1,0,.96155715
705,1,0,1,0,1,0,.039885584
706,1,0,0,0,0,0,.96155715
706,1,0,1,0,0,0,.82658541
707,1,0,0,0,0,0,-.80985039
707,1,0,1,0,0,0,.82658541
708,1,0,0,1,1,0,.94270438
708,1,0,1,1,1,0,.039885584
709,1,0,0,0,1,0,-.032794926
709,1,0,1,0,1,0,-2.4996765
710,1,0,0,0,0,0,.21332315
710,1,0,1,0,0,0,.82658541
